timestamp,open,high,low,close,volume,vwap
2025-06-13 04:00:00,73.1,74.885,72.27,72.83,105320707,73.519678
2025-06-16 04:00:00,74.22,76.2499,74.22,75.8,58334341,75.603502
2025-06-17 04:00:00,74.68,75.38,73.08,73.56,67709094,74.391008
2025-06-18 04:00:00,73.92,74.96,72.84,73.46,71330708,74.037823
2025-06-20 04:00:00,74.76,75.3298,71.715,72.45,81677450,73.045385
2025-06-23 04:00:00,72.73,74.93,71.42,74.7,83786355,73.534301
2025-06-24 04:00:00,76.91,78.51,76.655,78.1,56595750,77.652244
2025-06-25 04:00:00,78.88,79.42,77.72,78.48,50719073,78.540598
2025-06-26 04:00:00,79.42,80.85,78.6207,80.63,50072093,79.900726
2025-06-27 04:00:00,81.0303,82.25,79.8529,81.42,73011781,81.35076
2025-06-30 04:00:00,82.8,83.49,81.83,83.0,56860730,82.503206
2025-07-01 04:00:00,82.12,82.54,79.81,80.89,70194973,81.17291
2025-07-02 04:00:00,80.46,82.59,80.43,82.5,50142531,81.960896
2025-07-03 04:00:00,83.49,85.29,83.49,84.81,41740357,84.595042
2025-07-07 04:00:00,83.6,83.97,81.8,82.92,69837376,83.027753
2025-07-08 04:00:00,83.48,83.775,82.47,83.03,57757712,83.129793
2025-07-09 04:00:00,83.97,85.385,83.35,84.75,58988125,84.325164
2025-07-10 04:00:00,85.03,85.22,83.14,84.36,55158485,84.130548
2025-07-11 04:00:00,83.315,84.45,82.75,83.72,53468792,83.866241
2025-07-14 04:00:00,83.63,84.9352,82.55,84.61,48655739,84.050051
2025-07-15 04:00:00,86.43,86.67,84.8,84.83,61628768,85.778264
2025-07-16 04:00:00,85.06,85.35,82.44,85.07,83162681,84.167577
2025-07-17 04:00:00,85.37,87.32,85.0,87.05,48664743,86.494604
2025-07-18 04:00:00,87.64,87.74,86.19,86.75,49247867,86.773455
2025-07-21 04:00:00,87.15,88.98,87.12,88.07,43860151,88.475009
2025-07-22 04:00:00,88.13,88.16,85.465,86.7,54172638,86.592975
2025-07-23 04:00:00,87.18,87.88,85.9,87.84,59012615,86.838759
2025-07-24 04:00:00,88.45,88.96,87.6,88.42,45189135,88.455297
2025-07-25 04:00:00,88.31,89.58,87.98,88.92,39501591,88.918448
2025-07-28 04:00:00,89.59,90.19,89.18,89.785,47795992,89.715286
2025-07-29 04:00:00,90.99,91.625,88.98,89.38,58125579,90.090301
2025-07-30 04:00:00,89.74,90.88,88.26,89.69,72747057,89.695308
2025-07-31 04:00:00,92.71,92.75,87.66,88.21,89437328,90.105732
2025-08-01 04:00:00,85.25,85.32,81.86,82.92,109890608,83.368614
2025-08-04 04:00:00,85.22,87.5699,85.16,87.46,54292974,86.741135
2025-08-05 04:00:00,88.05,88.61,85.42,85.64,76044162,86.555352
2025-08-06 04:00:00,86.03,89.0655,85.81,88.84,64497633,87.600058
2025-08-07 04:00:00,90.89,91.67,87.815,89.74,84619574,89.751765
2025-08-08 04:00:00,90.24,92.28,90.1012,92.16,52261337,91.604785
2025-08-11 04:00:00,92.23,93.24,90.715,91.35,47308495,92.250713
2025-08-12 04:00:00,92.42,94.8899,91.13,94.72,60138981,93.282662
2025-08-13 04:00:00,96.05,96.32,94.175,94.86,48029255,95.010291
2025-08-14 04:00:00,93.84,95.5878,93.64,94.6,53192875,94.660366
2025-08-15 04:00:00,94.47,94.51,92.4194,93.26,48083699,93.392599
2025-08-18 04:00:00,92.8,93.455,92.23,93.14,36685677,92.85183
2025-08-19 04:00:00,92.77,92.86,88.8238,89.34,55559321,90.410576
2025-08-20 04:00:00,88.83,88.89,84.38,87.71,82202129,86.471617
2025-08-21 04:00:00,86.95,87.95,85.39,86.49,59959971,86.634008
2025-08-22 04:00:00,87.02,91.32,86.37,90.38,66363241,90.11148
2025-08-25 04:00:00,89.62,90.98,89.03,89.59,40226284,90.184109
2025-08-26 04:00:00,89.31,90.77,88.835,90.63,42187299,89.931609
2025-08-27 04:00:00,90.14,91.44,89.54,91.04,45027590,90.6654
2025-08-28 04:00:00,91.28,93.11,90.51,92.7,45328999,92.050081
2025-08-29 04:00:00,91.415,91.59,88.49,89.36,60932011,89.439106
2025-09-02 04:00:00,85.11,87.24,84.25,87.08,83334035,85.80245
2025-09-03 04:00:00,88.73,89.875,87.5899,89.11,59964901,88.662125
2025-09-04 04:00:00,89.4,91.6646,88.615,91.52,50879842,90.049931
2025-09-05 04:00:00,93.94,94.24,89.6872,91.82,86292887,91.666799
2025-09-08 04:00:00,92.91,94.0951,92.64,93.13,50848112,93.376472
2025-09-09 04:00:00,93.5,94.11,92.2435,93.89,47310374,93.309034
2025-09-10 04:00:00,95.45,95.46,92.94,93.99,60409405,94.541924
2025-09-11 04:00:00,95.19,95.98,94.41,95.57,45592288,95.482886
2025-09-12 04:00:00,95.96,97.3699,95.525,96.76,46117618,96.548887
2025-09-15 04:00:00,97.64,99.27,97.565,99.23,39057176,98.568012
2025-09-16 04:00:00,99.67,99.81,98.61,98.96,38568574,99.091667
2025-09-17 04:00:00,98.89,99.2,95.511,98.33,73848571,97.732889
2025-09-18 04:00:00,100.76,102.37,99.79,100.98,61700782,101.400293
2025-09-19 04:00:00,101.88,103.29,101.15,102.98,42182694,102.221247
2025-09-22 04:00:00,102.42,105.0757,102.42,104.72,40527290,104.015636
2025-09-23 04:00:00,104.79,104.9,101.98,102.61,49965276,103.396433
2025-09-24 04:00:00,103.21,103.36,99.99,101.41,50527807,101.495061
2025-09-25 04:00:00,99.4,100.87,97.4998,100.05,61410295,99.445338
2025-09-26 04:00:00,100.4,101.38,98.74,101.25,62048678,100.378699
2025-09-29 04:00:00,102.785,104.28,101.94,102.6,46196553,103.039564
2025-09-30 04:00:00,102.41,103.57,101.22,103.4,46161927,102.269129
2025-10-01 04:00:00,101.73,105.14,101.3,104.86,46998217,103.626619
2025-10-02 04:00:00,106.81,106.835,104.66,106.14,44579349,105.658824
2025-10-03 04:00:00,106.44,106.87,103.76,104.7,51548185,105.531449
2025-10-06 04:00:00,107.4,107.8824,106.13,107.04,41238363,107.092984
2025-10-07 04:00:00,107.7,108.06,104.52,105.31,50092909,105.952947
2025-10-08 04:00:00,105.72,109.0499,105.66,108.88,43465528,107.619413
2025-10-09 04:00:00,108.876,108.96,106.755,108.45,43978050,107.829406
2025-10-10 04:00:00,108.73,109.66,96.8302,97.07,119004702,102.72894
2025-10-13 04:00:00,102.06,103.68,100.8501,103.23,57255565,102.600456
2025-10-14 04:00:00,99.73,103.53,97.07,101.13,73615024,100.882748
2025-10-15 04:00:00,104.14,105.51,100.04,103.2,63534689,103.350662
2025-10-16 04:00:00,104.68,106.33,99.75,102.05,79671984,103.038789
2025-10-17 04:00:00,100.92,104.77,100.12,103.99,71137009,102.59805
2025-10-20 04:00:00,105.61,108.52,105.55,107.89,39964086,107.639899
2025-10-21 04:00:00,107.895,108.48,106.67,107.77,39901644,107.659794
2025-10-22 04:00:00,107.45,107.74,101.58,104.6,67190370,104.618168
2025-10-23 04:00:00,104.27,107.63,104.08,107.22,45622495,106.404463
2025-10-24 04:00:00,109.99,111.26,109.53,110.56,42193834,110.639305
2025-10-27 04:00:00,114.52,116.69,114.2701,116.43,38744718,115.452011
2025-10-28 04:00:00,117.65,120.0756,117.06,119.09,46119617,118.412996
2025-10-29 04:00:00,120.57,121.37,117.54,120.61,66530319,119.900622
2025-10-30 04:00:00,118.59,119.34,115.03,115.09,63617135,117.218436
2025-10-31 04:00:00,119.49,119.49,115.38,116.72,61333438,117.578655
2025-11-03 05:00:00,120.0,120.4176,117.08,118.32,41798958,118.463697
2025-11-04 05:00:00,113.36,115.4099,110.6433,111.08,62381392,113.031894
2025-11-05 05:00:00,110.68,115.0,109.94,113.24,54865020,112.993137
2025-11-06 05:00:00,112.37,112.5,106.12,106.89,78230692,108.574119
2025-11-07 05:00:00,105.02,105.8436,99.96,105.78,91794686,102.905066
2025-11-10 05:00:00,110.43,113.25,109.41,112.71,59939377,111.432583
2025-11-11 05:00:00,111.27,112.42,109.6,111.78,51332767,111.090776
2025-11-12 05:00:00,113.53,113.54,109.73,111.55,62854189,111.127714
2025-11-13 05:00:00,109.57,109.88,103.4,104.66,100632201,105.94787
2025-11-14 05:00:00,99.98,107.09,98.77,104.74,111198798,104.240541
2025-11-17 05:00:00,103.41,106.628,100.11,102.05,93163522,103.516841
2025-11-18 05:00:00,99.97,101.34,95.8,98.36,133674008,98.957169
2025-11-19 05:00:00,98.65,103.15,97.43,100.05,92131757,100.098741
2025-11-20 05:00:00,52.95,53.54,46.23,46.45,178246289,49.369889
2025-11-21 05:00:00,46.85,49.1,45.24,47.48,179618618,47.142892
2025-11-24 05:00:00,48.7,51.45,48.67,51.08,93894159,50.365093
2025-11-25 05:00:00,50.64,52.36,49.08,52.01,101851915,50.76757
2025-11-26 05:00:00,52.91,53.855,52.3701,53.37,75598097,53.282167
2025-11-28 05:00:00,53.82,54.61,53.625,54.54,34381610,54.049058
2025-12-01 05:00:00,53.11,54.65,52.82,54.05,66359590,53.870262
2025-12-02 05:00:00,54.63,55.76,54.1441,55.3,79504353,55.134066
2025-12-03 05:00:00,54.66,55.88,54.2327,55.69,69844899,55.136282
2025-12-04 05:00:00,56.04,56.05,54.61,55.51,63957971,55.268202
2025-12-05 05:00:00,55.86,57.08,55.68,56.15,73205980,56.285268
2025-12-08 05:00:00,56.57,57.04,55.12,55.8,69700018,55.873913
2025-12-09 05:00:00,55.45,56.22,55.09,56.01,48735976,55.817098
2025-12-10 05:00:00,55.65,57.09,54.89,56.65,100261104,55.98233
2025-12-11 05:00:00,55.63,56.16,53.98,56.11,99683926,55.191652
2025-12-12 05:00:00,55.11,55.52,52.23,52.82,138448531,53.425944
2025-12-15 05:00:00,54.06,54.06,51.72,52.02,98696303,52.559516
2025-12-16 05:00:00,51.43,52.7684,51.095,52.33,105953678,51.838913
2025-12-17 05:00:00,52.65,52.7994,49.37,49.4,125606247,50.664596
2025-12-18 05:00:00,51.67,52.46,50.98,51.51,109222135,51.757602
2025-12-19 05:00:00,52.2,53.6399,52.19,53.52,72957834,53.24182
2025-12-22 05:00:00,54.81,54.89,53.88,54.25,64783070,54.333019
2025-12-23 05:00:00,53.97,55.07,53.86,55.01,48197058,54.51805
2025-12-24 05:00:00,54.87,55.45,54.78,55.36,25855006,55.127137
2025-12-26 05:00:00,55.52,55.745,55.11,55.31,37244200,55.400771
2025-12-29 05:00:00,54.29,54.9908,53.92,54.49,50635251,54.371644
2025-12-30 05:00:00,54.2,54.8183,54.04,54.1,38976810,54.374974
2025-12-31 05:00:00,54.13,54.2,52.64,52.72,57199369,53.436548
